key,id,lat,lon,tolerance_m
4.308560053:7.320048888:10.91057174:Mar'ino,14554,55.66496626,37.76602108,10
9.699510555:2.640283986:4.96513772:Butyrskoe,14555,55.81584335,37.58604581,10
2.870597028:8.681836169:10.9279993:Juzhnoe Medvedkovo,14556,55.87153878,37.63754621,10
9.838431985:3.671977035:6.856807118:Nagornoe,14557,55.66801126,37.61283031,5
10.37003408:3.247230089:6.399047965:Nagornoe,14558,55.67211234,37.61815871,5
1.052670737:9.054800732:11.32103496:Severnoe Izmajlovo,14559,55.80313423,37.82257298,10
5.94690829:14.29822506:18.41892854:Nekrasovka,14560,55.68409664,37.92834663,5
19.91619109:33.36557845:36.06923156:Silino,14561,56.00305546,37.19727064,10
4.934508641:15.01827723:17.73613596:Novo-Peredelkino,14562,55.64052477,37.36381099,5
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14563,55.57133755,37.32069958,10
7.250291469:4.494885587:7.081997154:Sokol,14564,55.80785688,37.50554159,5
2.588910947:9.685579863:12.86312662:Brateevo,14565,55.64075763,37.7648391,10
5.94690829:14.29822506:18.41892854:Nekrasovka,14566,55.68409664,37.92834663,5
9.436303939:2.782110776:4.994952754:Butyrskoe,14567,55.81719178,37.59232658,5
1.500548831:11.03575424:14.34732036:Zjablikovo,14568,55.61950008,37.7509021,5
3.006789355:15.2298171:18.05348546:Mitino,14569,55.84942805,37.3436778,10
1.45376043:11.9997753:14.67309108:Severnoe Tushino,14570,55.85888511,37.42452576,25
4.508727536:18.40585947:21.60730835:Juzhnoe Butovo,14571,55.53707759,37.5753418,10
7.682444084:3.934161555:6.518052671:Sokol,14572,55.80379836,37.51124346,5
4.434626901:6.561101266:9.284762438:Obruchevskoe,14573,55.66580292,37.51261635,5
2.454132736:8.943429856:11.43937174:Babushkinskoe,14574,55.87298927,37.67263715,5
2.422794145:5.488761062:9.657886899:Kuz'minki,14575,55.70524891,37.79306065,10
6.504385899:2.904549141:5.142869546:Sokolinaja Gora,14576,55.76566884,37.73901074,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14577,55.60370931,37.34452435,25
10.28035126:0.566167151:1.996501749:Hamovniki,14578,55.72505194,37.56469623,5
10.60801132:1.280583245:4.45856525:Kotlovka,14579,55.69021012,37.60162257,5
3.03116649:15.37601943:18.18262723:Mitino,14580,55.85175663,37.34372831,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14581,55.60370931,37.34452435,25
1.02156645:12.89334663:15.68976851:Mitino,14582,55.8399868,37.37754066,5
1.31833997:10.03813633:12.42776311:Severnoe Medvedkovo,14583,55.88385525,37.65592629,25
7.595687986:17.6121356:20.3325878:Poselenie Vnukovskoe,14584,55.6315246,37.32443667,5
1.408627545:9.451345547:11.62807423:Gol'janovo,14585,55.82168882,37.81039592,10
10.4353837:1.744061911:1.73330982:Taganskoe,14586,55.73009923,37.67312356,5
18.96531089:32.47251744:35.10110007:Krjukovo,14587,55.9711872,37.16536164,10
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,14588,55.52464377,37.37443481,5
5.673164036:4.141989898:6.852594671:Ramenki,14589,55.69883771,37.50265122,10
9.351639629:19.33308117:22.05382575:Poselenie Vnukovskoe,14590,55.62341302,37.30087565,10
2.270977161:7.909311706:11.13570638:Krylatskoe,14591,55.75407466,37.40533693,5
5.608295107:6.701688859:9.472774056:Golovinskoe,14592,55.83750754,37.50507426,5
3.53629951:8.939303809:11.91830144:Kon'kovo,14593,55.63213434,37.5348201,5
0.898031027:10.99953992:14.4390506:Kapotnja,14594,55.63543581,37.79248641,25
11.50815318:0.167883015:1.889042443:Meshhanskoe,14595,55.79016842,37.63265321,10
0.200754737:12.9851344:16.10622349:Jasenevo,14596,55.59362122,37.52836523,25
2.740538837:7.11080269:10.18230072:Kuncevo,14597,55.73002167,37.42298385,5
5.371519601:7.609227144:9.95367161:Vostochnoe Degunino,14598,55.86008304,37.57338384,5
0.567585642:7.666401747:11.11968954:Veshnjaki,14599,55.73847774,37.83186251,10
1.234294357:8.239511904:10.5293825:Ivanovskoe,14600,55.77773691,37.82265536,10
5.719073868:2.609719855:6.694801873:Tekstil'shhiki,14601,55.70610791,37.73989765,10
11.70804216:1.345804594:0.532513223:Krasnosel'skoe,14602,55.77173702,37.65612177,5
0.23006355:10.65884406:12.83701649:Gol'janovo,14603,55.82782362,37.8262502,10
1.34758632:12.98311356:16.07236105:Birjulevo Zapadnoe,14604,55.58570156,37.6407994,5
3.647724993:7.70218585:10.1690475:Babushkinskoe,14605,55.86270808,37.65997692,5
6.525895105:4.037929111:6.054074476:Preobrazhenskoe,14606,55.80557251,37.72037328,10
8.649091353:3.91973145:6.316728115:Butyrskoe,14607,55.82715748,37.5783257,5
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,14608,55.52464377,37.37443481,5
10.58682853:1.63124134:4.225617689:Savelovskoe,14609,55.80639137,37.5732626,10
6.581351702:3.977851778:6.008768012:Preobrazhenskoe,14610,55.80459911,37.72095959,10
3.270898145:9.988276712:13.31893225:Orehovo-Borisovo Severnoe,14611,55.61773599,37.7037772,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14612,55.68409664,37.92834663,5
2.327910479:11.52184355:14.72231208:Chertanovo Juzhnoe,14613,55.59773899,37.5980448,10
17.49563317:31.0029601:33.63065637:Krjukovo,14614,55.96263833,37.18328904,10
3.827189963:7.5641893:10.06345919:Babushkinskoe,14615,55.86075293,37.66927925,5
3.237856689:8.724630262:12.08734757:Mar'ino,14616,55.65090106,37.76701572,10
20.07219145:32.70607392:35.54989934:Troickij okrug,14617,55.46752205,37.28856999,25
0.093325696:9.729141828:12.72099015:Mozhajskoe,14618,55.71135602,37.38902722,5
2.981482974:10.38349066:13.70712012:Orehovo-Borisovo Severnoe,14619,55.61358358,37.7015889,5
10.94509621:1.339324201:1.762456794:Danilovskoe,14620,55.7216744,37.66073605,5
0.444956605:9.932367525:12.99394804:Strogino,14621,55.80192362,37.39224665,5
9.942686033:1.61296339:4.6296755:Akademicheskoe,14622,55.69042895,37.58869804,5
7.530632615:18.55493871:21.21260667:Poselenie Moskovskij,14623,55.59260844,37.37005641,5
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14624,55.57133755,37.32069958,10
2.094432093:6.699906874:9.496371253:Novogireevo,14625,55.75070855,37.80840178,5
3.970359596:8.143957091:10.929788:Golovinskoe,14626,55.85371235,37.50555666,5
8.369577029:2.240829336:4.199001134:Sokol'niki,14627,55.7947125,37.69796601,10
7.1482861:18.29520509:20.94323753:Poselenie Moskovskij,14628,55.59198945,37.37808172,25
10.41022133:3.610955814:6.673285202:Nagatino-Sadovniki,14629,55.66977517,37.62633644,10
3.510758332:10.03362852:13.23403933:Chertanovo Central'noe,14630,55.611753,37.58769037,5
9.870677485:0.952396492:1.966530137:Taganskoe,14631,55.73532646,37.68316899,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14632,55.68409664,37.92834663,5
5.035113371:9.416663814:12.45983161:Caricyno,14633,55.61860779,37.64709523,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14634,55.68409664,37.92834663,5
3.669895644:8.913594914:11.10291726:Otradnoe,14635,55.87239328,37.59138001,10
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14636,55.60370931,37.34452435,25
2.609360566:10.0445059:12.62908197:Dmitrovskoe,14637,55.87870231,37.53352521,25
0.504178806:8.285447469:11.07701624:Ivanovskoe,14638,55.75332438,37.83386947,5
4.686661597:4.385391743:8.372803433:Tekstil'shhiki,14639,55.69213641,37.75449186,5
3.100284005:6.628104378:9.348658391:Ochakovo-Matveevskoe,14640,55.68916351,37.46569112,10
12.69348433:24.16130053:26.80908599:Poselenie Filimonkovskoe,14641,55.5502303,37.32153599,10
5.252526355:8.658096159:11.84838201:Chertanovo Severnoe,14642,55.6232853,37.6104004,5
1.471985148:11.37262252:13.93279784:Dmitrovskoe,14643,55.89102306,37.53266766,10
6.613605973:4.8531043:7.13147482:Rostokino,14644,55.83718437,37.63989529,10
3.691506656:11.66516766:15.48938201:Kosino-Uhtomskoe,14645,55.71955795,37.89766743,25
10.09114799:3.7254005:6.859448519:Nagornoe,14646,55.66801391,37.62074251,5
3.434672197:8.259911758:10.95983767:Pokrovskoe Streshnevo,14647,55.82307339,37.4483421,5
7.222913406:3.334388211:5.396227055:Preobrazhenskoe,14648,55.79928395,37.71616395,10
4.324908222:4.500919586:7.316489463:Perovo,14649,55.74658298,37.77272334,5
5.798470287:4.622732837:7.691302738:Horoshevo-Mnevniki,14650,55.77957558,37.46779238,5
1.648710846:9.748050364:12.09656827:Severnoe Medvedkovo,14651,55.88131428,37.65096479,10
8.718174694:22.31095791:25.49477127:Poselenie Shherbinka,14652,55.50526092,37.53391612,10
5.910850088:6.750577618:9.429667369:Vojkovskoe,14653,55.82939709,37.4902045,10
4.856559403:3.819762852:6.828129286:Perovo,14654,55.74296655,37.76399722,10
6.226041499:16.19941188:18.92002648:Novo-Peredelkino,14655,55.63920298,37.34220066,5
6.787905859:4.180340996:7.006032235:Lomonosovskoe,14656,55.68032021,37.5404452,5
1.774506973:7.994053664:10.27937029:Vostochnoe Izmajlovo,14657,55.79217812,37.81250712,25
3.782283878:6.549124017:9.225934113:Prospekt Vernadskogo,14658,55.67808398,37.48571877,5
0.193280826:9.625592216:12.67057713:Mozhajskoe,14659,55.71693584,37.38754159,5
2.884737025:14.89805507:17.74478673:Mitino,14660,55.84558933,37.34537617,10
6.334106613:4.237056113:6.231041519:Bogorodskoe,14661,55.80762501,37.72090138,10
10.60994571:20.28245654:22.99631041:Poselenie Vnukovskoe,14662,55.63654555,37.26810824,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14663,55.68409664,37.92834663,5
9.691018795:0.866683669:4.016198716:Juzhnoportovoe,14664,55.70218942,37.67558313,5
12.69348433:24.16130053:26.80908599:Poselenie Filimonkovskoe,14665,55.5502303,37.32153599,10
7.529247739:20.78204064:23.9112353:Poselenie Voskresenskoe,14666,55.52430388,37.50325797,25
7.263219273:4.898675562:7.939501448:Cheremushki,14667,55.66264707,37.57010604,5
3.324781427:8.665209553:12.00840017:Mar'ino,14668,55.65103926,37.76540105,10
1.744855881:13.92593627:16.72417404:Mitino,14669,55.84512404,37.36375115,5
0.978030186:9.876058338:12.03619122:Gol'janovo,14670,55.82447539,37.81516861,10
0.732087968:9.84137266:12.06896998:Gol'janovo,14671,55.81416149,37.82683034,10
5.711096858:7.376131641:9.762448078:Vostochnoe Degunino,14672,55.8578981,37.56936455,10
0.563117557:10.109466:12.32792875:Gol'janovo,14673,55.81629098,37.82944513,25
3.509176499:11.48500767:15.45352331:Kosino-Uhtomskoe,14674,55.70975381,37.89334783,10
3.681806726:8.100781877:10.77689926:Pokrovskoe Streshnevo,14675,55.82354817,37.45250384,5
7.677884915:4.371701855:6.998003092:Sokol,14676,55.81199324,37.51377475,5
2.654815843:13.55223654:16.5114448:Mitino,14677,55.82814308,37.35101182,5
2.830542711:11.12654289:14.31916687:Chertanovo Juzhnoe,14678,55.60119587,37.60460496,5
6.220942087:7.720585532:10.9025707:Chertanovo Severnoe,14679,55.63172056,37.6145924,5
6.817024313:2.872422471:5.931748314:Filevskij Park,14680,55.73558742,37.48987534,5
10.01239463:3.19774641:6.388400578:Nagornoe,14681,55.67225248,37.61118339,5
4.029872163:17.24478147:19.99197582:Kurkino,14682,55.90555417,37.38813063,5
2.579793001:7.28522545:10.35865353:Kuncevo,14683,55.73083569,37.41988754,5
8.928836346:22.09425175:25.06292759:Poselenie Voskresenskoe,14684,55.52731207,37.43864134,5
6.22567837:6.378962531:8.647117325:Otradnoe,14685,55.84949496,37.5824848,5
0.443384115:9.940568802:13.0029775:Strogino,14686,55.80440572,37.39382442,5
3.536756428:6.118916969:8.840131584:Ramenki,14687,55.69362381,37.46998887,10
53.27783249:66.03320027:68.85304673:Poselenie Rogovskoe,14688,55.22604111,36.97930204,25
4.042060188:12.01777143:15.83163205:Kosino-Uhtomskoe,14689,55.71995164,37.90328586,25
9.409465263:4.316531602:7.485253618:Nagornoe,14690,55.66239171,37.61650974,10
11.21862938:2.970003101:5.841120401:Nagatino-Sadovniki,14691,55.67755222,37.6345659,5
11.43502244:0.473070894:3.258882651:Savelovskoe,14692,55.79484709,37.56914372,5
6.01556837:16.05010608:18.76993639:Novo-Peredelkino,14693,55.63878629,37.34587427,10
13.91781463:4.081282595:2.185333005:Tverskoe,14694,55.75396685,37.62036529,5
13.91781463:4.081282595:2.185333005:Tverskoe,14695,55.75396685,37.62036529,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14696,55.60370931,37.34452435,25
7.2206226:2.397154924:5.451246293:Filevskij Park,14697,55.7358397,37.49759783,5
4.328038653:8.020992032:11.29668789:Mar'ino,14698,55.64580123,37.73429129,5
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14699,55.57133755,37.32069958,10
20.07219145:32.70607392:35.54989934:Troickij okrug,14700,55.46752205,37.28856999,25
9.838431985:3.671977035:6.856807118:Nagornoe,14701,55.66801126,37.61283031,5
6.174481609:4.246915447:7.244847357:Horoshevo-Mnevniki,14702,55.78632226,37.47937552,5
3.156213961:6.792115978:9.060796325:Izmajlovo,14703,55.79446565,37.79009609,5
7.229472965:18.32066531:20.97283118:Poselenie Moskovskij,14704,55.59338628,37.37485759,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14705,55.60370931,37.34452435,25
3.472752961:6.154473769:8.875700278:Ramenki,14706,55.69389842,37.46893543,10
18.22391848:31.72875402:34.3697826:Krjukovo,14707,55.9678684,37.17583161,10
6.130002689:4.93549403:7.800371807:Lomonosovskoe,14708,55.6736316,37.53573572,5
0.63087133:9.741100767:12.80218058:Strogino,14709,55.80102439,37.39488789,5
1.348606131:11.8171854:14.10510689:Lianozovo,14710,55.89788091,37.56781807,10
7.300846269:2.26624322:4.552154208:Sokolinaja Gora,14711,55.77605854,37.72591403,25
13.91781463:4.081282595:2.185333005:Tverskoe,14712,55.75396685,37.62036529,5
3.472752961:6.154473769:8.875700278:Ramenki,14713,55.69389842,37.46893543,10
2.846111391:7.319460286:10.51938415:Krylatskoe,14714,55.74948913,37.41477999,10
1.533019835:11.33796841:13.52529062:Bibirevo,14715,55.89416995,37.58925864,5
9.506215577:1.700757685:4.662107896:Akademicheskoe,14716,55.69257873,37.57786958,5
5.295205783:3.69489074:7.645662112:Tekstil'shhiki,14717,55.69581021,37.74488049,5
0.446174513:13.55395307:16.83385597:Birjulevo Vostochnoe,14718,55.5836286,37.69559002,10
7.677884915:4.371701855:6.998003092:Sokol,14719,55.81199324,37.51377475,5
9.951977438:2.560612116:5.760802976:Kotlovka,14720,55.67827238,37.60298742,5
3.28069681:6.481491252:9.201124882:Ochakovo-Matveevskoe,14721,55.68915182,37.46863113,5
0.209673919:8.601257401:11.37107491:Ivanovskoe,14722,55.75390065,37.83857998,5
13.91781463:4.081282595:2.185333005:Tverskoe,14723,55.75396685,37.62036529,5
2.132041117:6.622893167:9.463894569:Novogireevo,14724,55.75002975,37.80777818,5
3.548262381:8.735292967:10.91492881:Otradnoe,14725,55.87123547,37.60113311,5
0.468488599:7.403537885:11.50348811:Vyhino-Zhulebino,14726,55.70725556,37.82639566,10
10.60994571:20.28245654:22.99631041:Poselenie Vnukovskoe,14727,55.63654555,37.26810824,5
4.625889464:5.144785897:9.003130387:Ljublino,14728,55.68466338,37.75649614,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14729,55.68409664,37.92834663,5
1.293946383:9.27069257:12.25533672:Strogino,14730,55.80783627,37.40906515,10
1.036283143:11.02826741:13.7989831:Zapadnoe Degunino,14731,55.88029326,37.49645824,25
53.27783249:66.03320027:68.85304673:Poselenie Rogovskoe,14732,55.22604111,36.97930204,25
3.709668244:8.266861664:11.61225078:Mar'ino,14733,55.65405404,37.76194354,10
4.137441367:8.17096567:11.42068665:Mar'ino,14734,55.64702438,37.74088929,5
2.753507174:5.117403653:9.232130517:Rjazanskij,14735,55.71187472,37.79097396,5
0.502640325:10.81707762:13.59569938:Teplyj Stan,14736,55.63318997,37.47588002,5
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14737,55.57133755,37.32069958,10
2.932095467:13.0771056:15.79120851:Solncevo,14738,55.64804823,37.39275673,10
9.574443389:19.58512313:22.30573273:Poselenie Vnukovskoe,14739,55.62140042,37.2986623,5
1.773825568:12.77038576:15.88485554:Birjulevo Vostochnoe,14740,55.58846997,37.65888775,5
4.912874338:4.566762948:6.862131181:Izmajlovo,14741,55.77441874,37.76435963,25
1.974872004:7.968353861:11.06154431:Kuncevo,14742,55.7358005,37.40730089,5
0.454025812:11.4101541:14.1582258:Juzhnoe Tushino,14743,55.8371658,37.40350781,5
11.1903933:0.466023809:2.591872403:Mar'ina Roshha,14744,55.79692382,37.62566308,5
2.637140387:10.63501418:13.33546517:Severnoe Tushino,14745,55.85584351,37.44894122,10
1.348386958:11.6967958:14.70027373:Jasenevo,14746,55.60840006,37.52091699,10
9.593910392:19.71409191:22.43212062:Vnukovo,14747,55.61468348,37.3049942,5
3.821171072:7.604627158:10.11384156:Babushkinskoe,14748,55.8606834,37.67368736,5
1.049559346:9.559686303:11.78030776:Gol'janovo,14749,55.81379191,37.82194421,25
12.44958726:23.82739925:26.47929836:Poselenie Filimonkovskoe,14750,55.55483084,37.32078289,5
13.91781463:4.081282595:2.185333005:Tverskoe,14751,55.75396685,37.62036529,5
3.740130779:9.23827152:11.50535673:Altuf'evskoe,14752,55.87500541,37.5785182,25
4.687097906:5.812485767:9.533593213:Ljublino,14753,55.67792779,37.75717981,25
5.767656976:5.141762583:7.945752368:Shhukino,14754,55.80021342,37.47909042,5
0.43386347:10.39832705:12.59806262:Gol'janovo,14755,55.82472476,37.82527322,25
3.209650028:6.564695874:9.586546566:Mozhajskoe,14756,55.72233217,37.43564646,5
4.447124299:7.554082494:9.73484014:Otradnoe,14757,55.86091818,37.61020017,5
10.11619637:3.236428102:6.424028525:Nagatino-Sadovniki,14758,55.67406239,37.653913,5
12.52081913:0.28969342:2.95738352:Donskoe,14759,55.70311038,37.62296225,5
7.267816248:5.522349217:7.913918758:Timirjazevskoe,14760,55.8413813,37.57405472,5
5.535150357:4.891699846:7.112721118:Bogorodskoe,14761,55.82186414,37.712191,10
9.68379749:0.788298121:3.923741026:Juzhnoportovoe,14762,55.70332782,37.67585888,5
7.46600054:17.46339006:20.1839798:Poselenie Vnukovskoe,14763,55.63268849,37.3257311,5
5.555877829:15.4939505:18.21460687:Novo-Peredelkino,14764,55.64411047,37.34971048,5
6.348165658:1.533177658:5.647328404:Tekstil'shhiki,14765,55.72176216,37.73655492,5
0.5256592:14.03447419:17.23524094:Birjulevo Vostochnoe,14766,55.5777586,37.67659608,5
1.298351261:11.86732053:14.96245008:Jasenevo,14767,55.60361277,37.53182507,5
12.03148884:0.856831283:2.165510269:Donskoe,14768,55.71084522,37.6046357,5
3.867517715:11.85458022:15.63613737:Kosino-Uhtomskoe,14769,55.72107705,37.90040564,50
7.664245138:5.533293032:8.720791407:Zjuzino,14770,55.65253487,37.5894933,5
36.66545946:46.59204642:49.31203661:Poselenie Novofedorovskoe,14771,55.50481743,36.92226193,50
37.47628388:50.47065249:53.40457576:Poselenie Voronovskoe,14772,55.31843927,37.17717558,5
2.95152636:6.695076664:9.669747201:Mozhajskoe,14773,55.71829534,37.43591986,5
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,14774,55.52663859,37.50567835,25
6.742900374:4.140631454:6.861497767:Lomonosovskoe,14775,55.68314379,37.53628781,5
12.69348433:24.16130053:26.80908599:Poselenie Filimonkovskoe,14776,55.5502303,37.32153599,10
20.05392583:33.52850487:36.16738497:Krjukovo,14777,55.97710516,37.15182678,25
5.108756683:6.387134708:8.650361592:Sviblovo,14778,55.85095421,37.63897911,10
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14779,55.60370931,37.34452435,25
7.183347972:5.069925718:7.840782803:Koptevo,14780,55.82618494,37.52156223,5
10.87880735:1.194038795:0.750511687:Basmannoe,14781,55.7533293,37.66871439,5
10.55739737:0.189240654:3.002744192:Gagarinskoe,14782,55.70921067,37.57929908,5
10.11098114:0.383406582:2.643525018:Sokol'niki,14783,55.79132313,37.66347529,5
7.300840283:3.117186838:6.231612282:Filevskij Park,14784,55.76555207,37.48570682,10
10.01239463:3.19774641:6.388400578:Nagornoe,14785,55.67225248,37.61118339,5
8.590067356:3.100307076:6.09442569:Akademicheskoe,14786,55.67910498,37.57608885,10
18.30436831:31.80092193:34.46201253:Staroe Krjukovo,14787,55.97976525,37.19245803,25
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14788,55.57133755,37.32069958,10
20.82829868:34.33543229:36.96381871:Krjukovo,14789,55.98647508,37.14922968,25
5.94690829:14.29822506:18.41892854:Nekrasovka,14790,55.68409664,37.92834663,5
13.91781463:4.081282595:2.185333005:Tverskoe,14791,55.75396685,37.62036529,5
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,14792,55.52464377,37.37443481,5
10.56410831:0.688780115:1.392311468:Basmannoe,14793,55.7712761,37.67442071,5
6.895486779:5.330556346:8.469142917:Pechatniki,14794,55.67257301,37.72353277,5
10.42719655:2.592864222:5.836611126:Nagatino-Sadovniki,14795,55.67986186,37.65731151,5
4.86690406:4.877715568:8.707149464:Ljublino,14796,55.68596259,37.75231106,5
2.937936383:10.49673539:13.14034307:Juzhnoe Tushino,14797,55.84909821,37.44133464,5
3.641657672:7.762092214:10.27927664:Babushkinskoe,14798,55.86162596,37.67760965,5
10.49077229:1.870466389:4.292587363:Timirjazevskoe,14799,55.80898802,37.58209762,10
9.402336028:4.501069491:7.584171529:Nagatino-Sadovniki,14800,55.66281618,37.64782574,10
2.840440441:10.32994762:13.44137921:Jasenevo,14801,55.61491309,37.54726691,5
5.94690829:14.29822506:18.41892854:Nekrasovka,14802,55.68409664,37.92834663,5
3.630324396:9.413695646:11.69169417:Altuf'evskoe,14803,55.87651622,37.57643395,25
5.40031123:7.680588542:10.07703711:Vostochnoe Degunino,14804,55.86078177,37.56982728,5
0.439461196:7.747778997:11.24969959:Veshnjaki,14805,55.73698273,37.83373443,10
3.620675148:8.492693938:11.27811544:Hovrino,14806,55.85654073,37.50311846,5
4.589850356:7.438272932:9.620569158:Otradnoe,14807,55.85984252,37.6086798,5
1.999504664:12.17137516:14.88294339:Solncevo,14808,55.65218892,37.40566305,25
7.222913406:3.334388211:5.396227055:Preobrazhenskoe,14809,55.79928395,37.71616395,10
7.360650499:18.00375756:20.68713213:Poselenie Moskovskij,14810,55.60349257,37.36056284,5
7.680055881:5.620792698:8.814195857:Zjuzino,14811,55.65153066,37.59128985,5
8.960901944:3.411099431:6.739819399:Nagatinskij Zaton,14812,55.67735174,37.68629588,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14813,55.60370931,37.34452435,25
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,14814,55.52464377,37.37443481,5
13.26346346:25.74585926:28.58589775:Poselenie Desjonovskoe,14815,55.5195566,37.34938559,10
6.348873486:4.208306825:6.261021227:Preobrazhenskoe,14816,55.80533376,37.72505015,10
0.326881608:10.03971592:13.09953789:Strogino,14817,55.80194657,37.39037116,10
5.94690829:14.29822506:18.41892854:Nekrasovka,14818,55.68409664,37.92834663,5
1.02156645:12.89334663:15.68976851:Mitino,14819,55.8399868,37.37754066,5
1.386037633:7.604222069:10.19569444:Novogireevo,14820,55.75614709,37.81992348,10
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14821,55.60370931,37.34452435,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14822,55.60370931,37.34452435,25
0.745830187:10.62412813:13.09380746:Severnoe Medvedkovo,14823,55.88850994,37.66873846,5
3.414715712:16.45542553:19.41873301:Poselenie Sosenskoe,14824,55.57393394,37.47382646,5
11.75127656:24.38213408:27.2713964:Poselenie Desjonovskoe,14825,55.52464377,37.37443481,5
2.440044258:8.542599688:11.18254509:Troparevo-Nikulino,14826,55.65473087,37.4875931,5
2.125496249:11.62792403:14.82952063:Chertanovo Juzhnoe,14827,55.59719588,37.5922803,10
3.941982027:8.350914384:10.9408521:Pokrovskoe Streshnevo,14828,55.83022872,37.45855965,5
10.60994571:20.28245654:22.99631041:Poselenie Vnukovskoe,14829,55.63654555,37.26810824,5
2.367893077:8.32479598:10.42534222:Gol'janovo,14830,55.8224682,37.78602325,5
14.88531292:27.42921028:30.2739483:Poselenie Desjonovskoe,14831,55.50539368,37.33854932,25
7.254172527:3.101639882:6.162415968:Horoshevo-Mnevniki,14832,55.77867108,37.49271051,10
8.568807395:1.827734252:4.369306762:Ramenki,14833,55.70562547,37.54761896,5
0.412434662:11.4055102:13.58150173:Bibirevo,14834,55.89561319,37.62852728,5
19.67568737:30.54449063:33.23431177:Poselenie Pervomajskoe,14835,55.52352501,37.22032879,25
1.60931212:8.213257943:11.27142025:Mozhajskoe,14836,55.72240863,37.40813527,5
9.978684803:2.178260651:5.360265753:Kotlovka,14837,55.68230712,37.59884244,10
1.814205839:8.96983156:11.16175511:Gol'janovo,14838,55.82025072,37.80317874,10
3.477910239:7.079126706:9.111004535:Metrogorodok,14839,55.82778649,37.74928041,10
5.837601511:3.855704318:6.90490352:Fili Davydkovo,14840,55.73169912,37.47555922,5
5.083352786:8.667869999:11.93005878:Caricyno,14841,55.62625028,37.67576927,25
3.227027356:6.524656096:9.24468655:Ochakovo-Matveevskoe,14842,55.68911945,37.46778399,5
7.181952749:3.755736619:6.576535811:Gagarinskoe,14843,55.68356096,37.54415798,5
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14844,55.60370931,37.34452435,25
2.609575233:8.211084765:10.37353517:Gol'janovo,14845,55.81536489,37.79400139,25
0.915737653:12.6915892:15.57098179:Poselenie Mosrentgen,14846,55.61465409,37.46998374,10
20.26468907:33.75203016:36.42616434:Silino,14847,55.99211525,37.17023571,50
1.991292676:8.843538387:11.00529197:Gol'janovo,14848,55.81892199,37.80189169,25
7.229762565:20.48347571:23.61361442:Poselenie Voskresenskoe,14849,55.52663859,37.50567835,25
6.535436111:4.610698052:7.331557181:Shhukino,14850,55.80141441,37.49191243,5
6.625024867:3.864176927:5.97998906:Bogorodskoe,14851,55.81235986,37.70477736,25
4.282944808:7.319169908:10.9300077:Mar'ino,14852,55.66527247,37.76695034,25
1.707446936:15.26283807:18.45496701:Severnoe Butovo,14853,55.56656866,37.56289776,10
11.43153606:22.36188119:25.03640733:Poselenie Filimonkovskoe,14854,55.57133755,37.32069958,10
12.69348433:24.16130053:26.80908599:Poselenie Filimonkovskoe,14855,55.5502303,37.32153599,10
7.725885446:1.642786607:4.35628139:Ramenki,14856,55.7215528,37.52322931,25
8.184751973:18.68636518:21.3805548:Poselenie Moskovskij,14857,55.60370931,37.34452435,25
0.284188012:10.949716:13.68462291:Teplyj Stan,14858,55.63468059,37.46992154,5
1.632133513:13.62920249:16.44202809:Mitino,14859,55.84247262,37.36616783,5
0.807087284:8.969208526:12.52197813:Novokosino,14860,55.7355918,37.85381061,10
2.924993183:8.517504228:10.83054446:Juzhnoe Medvedkovo,14861,55.87026932,37.64494756,10
3.657878256:16.74845944:19.71352878:Poselenie Sosenskoe,14862,55.57084586,37.47434388,5
4.912874338:4.566762948:6.862131181:Izmajlovo,14863,55.77441874,37.76435963,25
21.03051014:34.53504066:37.17591726:Krjukovo,14864,55.99017981,37.1506334,25
13.91781463:4.081282595:2.185333005:Tverskoe,14865,55.75396685,37.62036529,5
0.310852344:10.52253822:13.0363293:Jaroslavskoe,14866,55.87774876,37.72718777,5
